
C:\Users\rache\Desktop\rushexit\games\a-history-of-birds>python -m cProfile -s tottime a_history_of_birds.py
         5012731 function calls (5007026 primitive calls) in 14.017 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       24    0.000    0.000    0.000    0.000 {_struct.calcsize}
       18    0.000    0.000    0.000    0.000 ctypesparameters.py:31(from_param)
        1    0.000    0.000    0.000    0.000 laguerre.py:59(<module>)
        9    0.000    0.000    0.013    0.001 plugins.py:13(load)
        1    0.000    0.000    0.000    0.000 hermite_e.py:59(<module>)
       54    0.000    0.000    0.000    0.000 pyparsing.py:1493(streamline)
        3    0.000    0.000    0.000    0.000 utils.py:73(__call__)
       39    0.000    0.000    0.000    0.000 numerictypes.py:154(english_upper)
       23    0.000    0.000    0.000    0.000 _weakrefset.py:26(__exit__)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        8    0.000    0.000    0.000    0.000 codecs.py:311(decode)
       33    0.000    0.000    0.000    0.000 __init__.py:128(WinFunctionType)
       60    0.000    0.000    0.000    0.000 _inspect.py:146(<lambda>)
       61    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       30    0.000    0.000    0.000    0.000 __init__.py:1896(__init__)
        1    0.000    0.000    0.000    0.000 os.py:35(_get_exports_list)
       10    0.000    0.000    0.000    0.000 __init__.py:176(environ_key)
       43    0.000    0.000    0.000    0.000 logs.py:75(logOnFail)
       24    0.000    0.000    0.000    0.000 __init__.py:2333(<lambda>)
        4    0.000    0.000    0.000    0.000 {method 'seek' of 'file' objects}
        1    0.000    0.000    0.000    0.000 zipfile.py:201(_EndRecData)
       43    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       36    0.000    0.000    0.000    0.000 pyparsing.py:174(__init__)
       15    0.000    0.000    0.000    0.000 functools.py:39(wraps)
        1    0.000    0.000    0.000    0.000 calendar.py:47(_localized_month)
        8    0.000    0.000    0.000    0.000 codecs.py:302(__init__)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
        1    0.000    0.000    0.406    0.406 display_manager.py:12(close_display)
        1    0.000    0.000    0.000    0.000 __init__.py:2917(_initialize)
       43    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
        1    0.000    0.000    0.000    0.000 _polybase.py:8(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:2340(Distribution)
       38    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        4    0.000    0.000    0.011    0.003 __init__.py:1933(find_eggs_in_zip)
       22    0.000    0.000    0.000    0.000 debug.py:12(_f)
        1    0.000    0.000    0.021    0.021 __init__.py:621(_build_master)
        1    0.000    0.000    0.000    0.000 defchararray.py:1669(chararray)
        1    0.000    0.000    0.000    0.000 __init__.py:996(Environment)
      105    0.000    0.000    0.000    0.000 {unichr}
        3    0.000    0.000    0.000    0.000 pointers.py:196(glDrawElementsTyped)
        1    0.000    0.000    0.000    0.000 ctypesarrays.py:16(CtypesArrayHandler)
       28    0.000    0.000    0.000    0.000 pkgutil.py:173(__init__)
        8    0.000    0.000    0.003    0.000 {next}
        2    0.000    0.000    0.000    0.000 pyparsing.py:2742(__init__)
       21    0.000    0.000    0.000    0.000 {numpy.core.multiarray.empty}
       98    0.000    0.000    0.000    0.000 _structures.py:33(__neg__)
       36    0.000    0.000    0.000    0.000 pyparsing.py:2434(<genexpr>)
       40    0.000    0.000    0.000    0.000 pyparsing.py:2555(<genexpr>)
        1    0.000    0.000    0.000    0.000 ssl.py:514(SSLSocket)
       23    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
       24    0.000    0.000    0.000    0.000 pyparsing.py:321(__getitem__)
        9    0.000    0.000    0.000    0.000 {method 'voidDataPointer' of 'OpenGL_accelerate.arraydatatype.ArrayDatatype' objects}
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
       18    0.000    0.000    0.000    0.000 plugins.py:6(__init__)
       37    0.000    0.000    0.000    0.000 arrayhelpers.py:150(__init__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:428(_construct_char_code_lookup)
       94    0.000    0.000    0.000    0.000 pyparsing.py:3503(<genexpr>)
        4    0.000    0.000    0.000    0.000 __init__.py:212(_declare_state)
       13    0.000    0.000    0.000    0.000 os.py:446(get)
       19    0.000    0.000    0.000    0.000 GL_1_5.py:12(_f)
        9    0.000    0.000    0.000    0.000 contextdata.py:31(getContext)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2373(And)
        2    0.000    0.000    0.001    0.000 pyparsing.py:2809(parseImpl)
        4    0.000    0.000    0.000    0.000 converters.py:301(stringArray)
       19    0.000    0.000    0.000    0.000 __init__.py:75(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3342(originalTextFor)
       12    0.000    0.000    0.000    0.000 pyparsing.py:774(wrapper)
        8    0.000    0.000    0.000    0.000 core.py:7782(getdoc)
        1    0.000    0.000    0.000    0.000 <string>:1(manifest_mod)
       24    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        4    0.000    0.000    0.011    0.003 __init__.py:1702(zipinfo)
       14    0.000    0.000    0.000    0.000 __init__.py:177(_checkLevel)
       12    0.000    0.000    0.000    0.000 pyparsing.py:2550(__str__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:330(__setitem__)
        1    0.000    0.000    0.000    0.000 {nt.getcwd}
        1    0.000    0.000    0.001    0.001 __init__.py:2193(EntryPoint)
        1    0.000    0.000    0.000    0.000 version.py:72(LegacyVersion)
       58    0.000    0.000    0.000    0.000 version.py:352(<lambda>)
        1    0.000    0.000    0.000    0.000 _errors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 case.py:131(TestCase)
       55    0.000    0.000    0.000    0.000 {method 'release' of 'thread.lock' objects}
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
       38    0.000    0.000    0.000    0.000 _inspect.py:43(iscode)
        2    0.000    0.000    0.000    0.000 transform_feedback_instanced.py:12(_f)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3421(<lambda>)
        1    0.000    0.000    0.000    0.000 images.py:42(<module>)
       28    0.000    0.000    0.000    0.000 __init__.py:2840(cls)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1409(__invert__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:2711(__str__)
       65    0.000    0.000    0.000    0.000 {_ctypes.sizeof}
       16    0.000    0.000    0.000    0.000 __init__.py:976(append)
        9    0.000    0.000    0.000    0.000 loader.py:57(store_data_in_float_buffer)
       18    0.000    0.000    0.000    0.000 numpymodule.py:204(lookupDtype)
       19    0.000    0.000    0.000    0.000 GL_3_2.py:12(_f)
        1    0.000    0.000    0.000    0.000 numerictypes.py:379(_set_up_aliases)
       16    0.000    0.000    0.000    0.000 {method 'get' of 'dictproxy' objects}
        2    0.000    0.000    0.000    0.000 threading.py:260(__init__)
        9    0.000    0.000    0.000    0.000 core.py:2521(_arraymethod)
       12    0.000    0.000    0.000    0.000 pyparsing.py:1413(__call__)
        1    0.000    0.000    0.000    0.000 glget.py:11(<module>)
       12    0.000    0.000    0.000    0.000 pyparsing.py:1624(parseImpl)
       10    0.000    0.000    0.000    0.000 ntpath.py:206(basename)
        1    0.000    0.000    0.000    0.000 terrain_shader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:34(Complex)
        9    0.000    0.000    0.000    0.000 extras.py:236(getdoc)
        1    0.000    0.000    0.000    0.000 py3k.py:71(sixu)
       48    0.000    0.000    0.000    0.000 version.py:332(_parse_local_version)
        2    0.000    0.000    0.000    0.000 ssl.py:305(__new__)
       17    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
      5/3    0.000    0.000    0.002    0.001 baseplatform.py:13(__get__)
        1    0.000    0.000    0.000    0.000 threading.py:423(_Semaphore)
        2    0.000    0.000    0.000    0.000 pyparsing.py:499(<lambda>)
       16    0.000    0.000    0.000    0.000 wrapper.py:1482(append)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1903(QuotedString)
       23    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
        5    0.000    0.000    0.000    0.000 pyparsing.py:2127(__init__)
       42    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       15    0.000    0.000    0.000    0.000 GL_3_1.py:12(_f)
        2    0.000    0.000    0.001    0.001 pyparsing.py:3404(srange)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        1    0.000    0.000    0.000    0.000 strings.py:14(StringHandler)
        1    0.000    0.000    0.000    0.000 _version.py:7(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:76(_determine_error_states)
        6    0.000    0.000    0.000    0.000 six.py:126(__init__)
        6    0.000    0.000    0.000    0.000 core.py:1139(__init__)
       12    0.000    0.000    0.000    0.000 GL_4_2.py:12(_f)
        9    0.000    0.000    0.000    0.000 stat.py:49(S_ISREG)
        1    0.000    0.000    0.000    0.000 static_shader.py:13(get_all_uniform_locations)
        1    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
        2    0.000    0.000    0.000    0.000 six.py:195(load_module)
       23    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
       19    0.000    0.000    0.000    0.000 __init__.py:958(_added_new)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 specifiers.py:21(BaseSpecifier)
        3    0.000    0.000    0.000    0.000 utils.py:117(deprecate)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:787(ParserElement)
        5    0.000    0.000    0.000    0.000 contextlib.py:54(contextmanager)
       14    0.000    0.000    0.000    0.000 __init__.py:587(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:1904(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(SplitResult)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
        6    0.000    0.000    0.000    0.000 hashlib.py:100(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 threading.py:631(Thread)
        2    0.000    0.000    0.000    0.000 __init__.py:429(__getattr__)
       57    0.000    0.000    0.000    0.000 abc.py:15(abstractmethod)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3165(delimitedList)
       11    0.000    0.000    0.000    0.000 vertex_buffer_object.py:12(_f)
        1    0.000    0.000    0.000    0.000 py3k.py:4(<module>)
       12    0.000    0.000    0.000    0.000 pyparsing.py:1825(charsAsStr)
        1    0.000    0.000    0.000    0.000 financial.py:10(<module>)
        1    0.000    0.000    0.000    0.000 version.py:42(_BaseVersion)
        1    0.000    0.000    0.000    0.000 threading.py:647(__init__)
       29    0.000    0.000    0.000    0.000 lazywrapper.py:8(lazy)
       19    0.000    0.000    0.000    0.000 {imp.acquire_lock}
        1    0.000    0.000    0.000    0.000 __init__.py:1673(ZipProvider)
        2    0.000    0.000    0.001    0.001 pyparsing.py:1096(parseString)
       10    0.000    0.000    0.000    0.000 uniform_buffer_object.py:12(_f)
        1    0.000    0.000    0.002    0.002 entity_renderer.py:6(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:709(ZipFile)
        1    0.000    0.000    0.000    0.000 StringIO.py:30(<module>)
        5    0.000    0.000    0.000    0.000 {thread.allocate_lock}
        1    0.000    0.000    0.009    0.009 __init__.py:22(_load)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2178(__init__)
        8    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        6    0.000    0.000    0.000    0.000 {method 'finalise' of 'OpenGL_accelerate.wrapper.getPyArgsName' objects}
        1    0.000    0.000    0.000    0.000 collections.py:38(OrderedDict)
       18    0.000    0.000    0.000    0.000 pyparsing.py:373(__bool__)
       13    0.000    0.000    0.000    0.000 numerictypes.py:181(english_capitalize)
       13    0.000    0.000    0.000    0.000 os.py:444(__contains__)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(ParseResult)
        1    0.000    0.000    0.002    0.002 win32.py:104(GetCurrentContext)
        4    0.000    0.000    0.000    0.000 six.py:91(__get__)
        2    0.000    0.000    0.000    0.000 __init__.py:412(get_provider)
        2    0.000    0.000    0.000    0.000 codecs.py:92(__new__)
        1    0.000    0.000    0.000    0.000 ssl.py:495(_get_https_context_factory)
        1    0.000    0.000    0.000    0.000 defmatrix.py:208(matrix)
       18    0.000    0.000    0.000    0.000 arrayhelpers.py:173(arraySizeOfFirstType)
        2    0.000    0.000    0.000    0.000 __init__.py:49(normalize_encoding)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2003(__str__)
        3    0.000    0.000    0.000    0.000 loader.py:48(store_data_in_int_buffer)
        1    0.000    0.000    0.000    0.000 sysconfig.py:522(get_platform)
        9    0.000    0.000    0.000    0.000 GL_4_4.py:12(_f)
       10    0.000    0.000    0.000    0.000 viewport_array.py:12(_f)
        2    0.000    0.000    0.000    0.000 images.py:446(finalise)
        3    0.000    0.000    0.000    0.000 os.py:421(__setitem__)
        1    0.000    0.000    0.001    0.001 master_renderer.py:54(clean_up)
        1    0.000    0.000    0.000    0.000 keyword.py:11(<module>)
        7    0.000    0.000    0.000    0.000 pyparsing.py:2770(__init__)
        8    0.000    0.000    0.000    0.000 {method 'split' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 _configflags.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _bytes.py:20(<module>)
        2    0.000    0.000    0.000    0.000 zipfile.py:1263(close)
        1    0.000    0.000    0.000    0.000 baseplatform.py:192(createBaseFunction)
        1    0.000    0.000    0.000    0.000 converters.py:42(finalise)
        1    0.000    0.000    0.000    0.000 _compat.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:250(NameValidator)
      107    0.000    0.000    0.000    0.000 {id}
        1    0.000    0.000    0.000    0.000 arraysetops.py:26(<module>)
        6    0.000    0.000    0.000    0.000 pyparsing.py:2873(__str__)
        1    0.000    0.000    0.000    0.000 <string>:1(Mismatch)
       32    0.000    0.000    0.000    0.000 {method 'strip' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 urllib.py:120(URLopener)
        1    0.000    0.000    0.009    0.009 __init__.py:1664(__new__)
        1    0.000    0.000    0.000    0.000 weakref.py:47(__init__)
       18    0.000    0.000    0.000    0.000 __init__.py:14(search_path)
        4    0.000    0.000    0.000    0.000 converters.py:298(totalCount)
        9    0.000    0.000    0.000    0.000 pyparsing.py:1429(suppress)
        5    0.000    0.000    0.000    0.000 ES2_compatibility.py:12(_f)
        1    0.000    0.000    0.002    0.002 ctypesloader.py:17(loadLibrary)
        1    0.000    0.000    0.000    0.000 pyparsing.py:271(ParseResults)
        2    0.000    0.000    0.000    0.000 numeric.py:2576(seterr)
        1    0.000    0.000    0.000    0.000 _numpysndarray.py:34(<module>)
       13    0.000    0.000    0.000    0.000 images.py:442(__init__)
        2    0.000    0.000    0.000    0.000 getlimits.py:270(max)
       10    0.000    0.000    0.000    0.000 vertex_attrib_64bit.py:12(_f)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        4    0.000    0.000    0.000    0.000 core.py:94(doc_note)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3323(<genexpr>)
        8    0.000    0.000    0.000    0.000 core.py:7777(__init__)
        1    0.000    0.000    0.000    0.000 specifiers.py:589(SpecifierSet)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1369(__xor__)
        1    0.000    0.000    0.000    0.000 __init__.py:1439(NullProvider)
        6    0.000    0.000    0.001    0.000 images.py:601(compressedImageFunction)
        1    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        6    0.000    0.000    0.000    0.000 program_interface_query.py:12(_f)
        1    0.000    0.000    0.000    0.000 numbers.py:10(NumberHandler)
        1    0.000    0.000    0.000    0.000 atexit.py:6(<module>)
        3    0.000    0.000    0.000    0.000 result.py:14(failfast)
        9    0.000    0.000    0.000    0.000 {method 'arrayByteCount' of 'OpenGL_accelerate.arraydatatype.ArrayDatatype' objects}
        1    0.000    0.000    0.000    0.000 shader_program.py:5(shader_program)
        3    0.000    0.000    0.000    0.000 __init__.py:1683(_zipinfo_name)
        1    0.000    0.000    0.000    0.000 <string>:1(Match)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1583(__init__)
        3    0.000    0.000    0.000    0.000 loader.py:46(unbind_vao)
        3    0.000    0.000    0.000    0.000 copy_reg.py:14(pickle)
       24    0.000    0.000    0.000    0.000 {method 'lower' of 'unicode' objects}
        1    0.000    0.000    0.002    0.002 baseplatform.py:89(install)
        1    0.000    0.000    0.001    0.001 __init__.py:1633(MemoizedZipManifests)
       32    0.000    0.000    0.000    0.000 __init__.py:2373(_reload_version)
        9    0.000    0.000    0.000    0.000 extras.py:232(__init__)
        1    0.000    0.000    0.001    0.001 platform.py:1030(architecture)
        1    0.000    0.000    0.000    0.000 compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utf_8.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 numbers.py:295(Integral)
        4    0.000    0.000    0.000    0.000 ctypesarrays.py:18(from_param)
        1    0.000    0.000    0.000    0.000 camera.py:1(<module>)
        1    0.000    0.000    0.000    0.000 baseplatform.py:54(BasePlatform)
        1    0.000    0.000    0.000    0.000 zipfile.py:501(ZipExtFile)
        1    0.000    0.000    0.000    0.000 threading.py:576(set)
        1    0.000    0.000    0.000    0.000 _internal.py:226(_ctypes)
        1    0.000    0.000    0.000    0.000 tempfile.py:519(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 threading.py:1081(__init__)
        6    0.000    0.000    0.000    0.000 invalidate_subdata.py:12(_f)
       19    0.000    0.000    0.000    0.000 {imp.release_lock}
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        3    0.000    0.000    0.000    0.000 {numpy.core.umath.seterrobj}
        3    0.000    0.000    0.000    0.000 index_tricks.py:242(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:169(Real)
       22    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:2693(DistInfoDistribution)
        1    0.000    0.000    0.000    0.000 __init__.py:605(WorkingSet)
        6    0.000    0.000    0.000    0.000 GL_2_1.py:12(_f)
        1    0.000    0.000    0.000    0.000 __about__.py:4(<module>)
        6    0.000    0.000    0.000    0.000 vertex_attrib_binding.py:12(_f)
        8    0.000    0.000    0.000    0.000 pyparsing.py:3423(<genexpr>)
        8    0.000    0.000    0.000    0.000 {method 'partition' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 subprocess.py:648(Popen)
        1    0.000    0.000    0.000    0.000 ssl.py:329(SSLContext)
        1    0.000    0.000    0.000    0.000 _types.py:30(_get_ctypes_version)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1152(ResourceManager)
       12    0.000    0.000    0.000    0.000 {method 'groupdict' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:442(get_build_platform)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2444(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:1446(__init__)
        1    0.000    0.000    0.000    0.000 info.py:154(<module>)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3076(__init__)
       46    0.000    0.000    0.000    0.000 pyparsing.py:965(postParse)
        1    0.000    0.000    0.000    0.000 result.py:26(TestResult)
        1    0.000    0.000    0.000    0.000 static_shader.py:9(bind_all_attributes)
        3    0.000    0.000    0.000    0.000 base_instance.py:12(_f)
        1    0.000    0.000    0.000    0.000 legendre.py:1795(Legendre)
        1    0.000    0.000    0.000    0.000 polynomial.py:940(poly1d)
        1    0.000    0.000    0.000    0.000 calendar.py:126(Calendar)
        2    0.000    0.000    0.000    0.000 __init__.py:1546(__init__)
        1    0.000    0.000    0.000    0.000 info.py:86(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:66(_localized_day)
        4    0.000    0.000    0.000    0.000 GL_1_2.py:12(_f)
        1    0.000    0.000    0.000    0.000 __init__.py:320(VersionConflict)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:36(getregentry)
        1    0.000    0.000    0.000    0.000 wrapper.py:324(setCResolver)
        2    0.000    0.000    0.000    0.000 model_texture.py:2(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1159(resource_exists)
       23    0.000    0.000    0.000    0.000 {_ctypes.byref}
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2358(setResultsName)
       17    0.000    0.000    0.000    0.000 pyparsing.py:1435(leaveWhitespace)
       10    0.000    0.000    0.000    0.000 pyparsing.py:3286(<lambda>)
       12    0.000    0.000    0.000    0.000 _lookupint.py:7(__init__)
        1    0.000    0.000    0.000    0.000 laguerre.py:1765(Laguerre)
        1    0.000    0.000    0.000    0.000 info.py:184(<module>)
        1    0.000    0.000    0.000    0.000 terrain_renderer.py:5(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2859(parseImpl)
        1    0.000    0.000    0.000    0.000 specifiers.py:78(_IndividualSpecifier)
        1    0.000    0.000    0.000    0.000 converters.py:29(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:300(_ASN1Object)
        1    0.000    0.000    0.000    0.000 chebyshev.py:2041(Chebyshev)
        1    0.000    0.000    0.000    0.000 hermite.py:1815(Hermite)
        1    0.000    0.000    0.000    0.000 terrain_shader.py:9(bind_all_attributes)
        2    0.000    0.000    0.000    0.000 exceptional.py:66(glMap2)
        1    0.000    0.000    0.000    0.000 feedparser.py:43(BufferedSubFile)
        2    0.000    0.000    0.000    0.000 __init__.py:1360(isEnabledFor)
        1    0.000    0.000    0.000    0.000 __init__.py:245(get_supported_platform)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1812(HermiteE)
        8    0.000    0.000    0.000    0.000 codecs.py:253(__init__)
        1    0.000    0.000    0.002    0.002 static_shader.py:26(load_projection_matrix)
        1    0.000    0.000    0.000    0.000 ctypesparameters.py:27(CtypesParameterHandler)
        1    0.000    0.000    0.000    0.000 _opaque.py:7(_opaque_pointer)
        1    0.000    0.000    0.000    0.000 {math.exp}
        2    0.000    0.000    0.036    0.018 __init__.py:2912(_call_aside)
        1    0.000    0.000    0.000    0.000 polynomial.py:1517(Polynomial)
        1    0.000    0.000    0.000    0.000 urllib.py:616(FancyURLopener)
        1    0.000    0.000    0.001    0.001 win32.py:16(_size)
        2    0.000    0.000    0.000    0.000 threading.py:242(Condition)
       24    0.000    0.000    0.000    0.000 GL_1_5.py:43(<lambda>)
        1    0.000    0.000    0.000    0.000 model_data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:132(__init__)
        1    0.000    0.000    0.000    0.000 urlparse.py:73(ResultMixin)
        1    0.000    0.000    0.000    0.000 socket.py:239(_fileobject)
        1    0.000    0.000    0.000    0.000 tempfile.py:108(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 win32.py:72(getExtensionProcedure)
        1    0.000    0.000    0.001    0.001 specifiers.py:214(LegacySpecifier)
        9    0.000    0.000    0.000    0.000 baseplatform.py:11(__init__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2758(__str__)
        9    0.000    0.000    0.000    0.000 stat.py:24(S_IFMT)
        1    0.000    0.000    0.000    0.000 raw_model.py:1(<module>)
        2    0.000    0.000    0.000    0.000 numeric.py:2676(geterr)
        1    0.000    0.000    0.000    0.000 wrapper.py:45(Wrapper)
        1    0.000    0.000    0.000    0.000 {time.time}
        1    0.000    0.000    0.000    0.000 ctypespointers.py:11(CtypesPointerHandler)
        1    0.000    0.000    0.000    0.000 charset.py:156(Charset)
        1    0.000    0.000    0.000    0.000 numerictypes.py:957(_register_types)
        1    0.000    0.000    0.000    0.000 plugins.py:45(match)
        1    0.000    0.000    0.000    0.000 entity.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayterator.py:20(Arrayterator)
        9    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 zipfile.py:158(_EndRecData64)
        1    0.000    0.000    0.000    0.000 textured_model.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:172(AddrlistClass)
        1    0.000    0.000    0.000    0.000 __init__.py:365(DistributionNotFound)
        8    0.000    0.000    0.000    0.000 __init__.py:1853(__init__)
        1    0.000    0.000    0.000    0.000 cursors.py:32(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2158(__init__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:408(haskeys)
        1    0.000    0.000    0.000    0.000 pkgdata.py:34(getResource)
        1    0.000    0.000    0.000    0.000 model_texture.py:1(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:356(_FuncPtr)
        1    0.000    0.000    0.000    0.000 plugins.py:26(by_name)
        1    0.000    0.000    0.000    0.000 errors.py:35(MessageDefect)
        2    0.000    0.000    0.000    0.000 atexit.py:37(register)
        1    0.000    0.000    0.000    0.000 plistlib.py:393(PlistParser)
        4    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       43    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 loader.py:38(TestLoader)
        1    0.000    0.000    0.000    0.000 sprite.py:538(LayeredUpdates)
        2    0.000    0.000    0.000    0.000 exceptional.py:95(glMap1)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        3    0.000    0.000    0.000    0.000 get_program_binary.py:12(_f)
        1    0.000    0.000    0.000    0.000 __init__.py:1175(resource_stream)
        2    0.000    0.000    0.000    0.000 __init__.py:1157(info)
        1    0.000    0.000    0.000    0.000 vbo.py:45(Implementation)
       23    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 StringIO.py:42(StringIO)
        1    0.000    0.000    0.000    0.000 __init__.py:4(VendorImporter)
        1    0.000    0.000    0.000    0.000 light.py:1(<module>)
        1    0.000    0.000    0.000    0.000 urllib.py:862(ftpwrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:656(Handler)
        1    0.000    0.000    0.000    0.000 __init__.py:9(__init__)
        1    0.000    0.000    0.000    0.000 error.py:42(GLError)
        1    0.000    0.000    0.000    0.000 Queue.py:21(Queue)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2963(__lshift__)
        1    0.000    0.000    0.000    0.000 __init__.py:1112(Logger)
        1    0.000    0.000    0.000    0.000 getlimits.py:195(iinfo)
        1    0.000    0.000    0.000    0.000 _internal.py:200(_getintp_ctype)
       12    0.000    0.000    0.000    0.000 version.py:248(<genexpr>)
        1    0.000    0.000    0.000    0.000 <string>:8(__new__)
        1    0.000    0.000    0.000    0.000 vertex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:561(__init__)
        2    0.000    0.000    0.000    0.000 os.py:432(__delitem__)
        1    0.000    0.000    0.014    0.014 static_shader.py:7(__init__)
        1    0.000    0.000    0.000    0.000 sprite.py:198(DirtySprite)
        1    0.000    0.000    0.000    0.000 __init__.py:2784(Requirement)
       16    0.000    0.000    0.000    0.000 pyparsing.py:264(__getitem__)
        1    0.000    0.000    0.000    0.000 plugins.py:3(Plugin)
        1    0.000    0.000    0.000    0.000 numeric.py:2963(__init__)
        1    0.000    0.000    0.000    0.000 _iotools.py:154(LineSplitter)
        3    0.000    0.000    0.000    0.000 raw_model.py:2(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:114(RLock)
        1    0.000    0.000    0.000    0.000 numeric.py:2967(__enter__)
